Sale_ID,Date,Customer_ID,Bike_Model,Category,Price,Quantity,Discount,Store_Location,Salesperson_ID,Payment_Method,Channel,Customer_Age,Customer_Gender
4586,6/13/2023,8622,Mountain Bike,Off Road,4409.31,5,yes,San Antonio,543,PayPal,Online,52,Male
4587,11/14/2023,8729,BMX,Off Road,2245.42,5,yes,Chicago,316,Apple Pay,Online,49,Female
4588,10/10/2021,3073,Folding Bike,Road,3454.46,4,yes,Houston,889,Cash,Store,42,Male
4589,10/6/2021,2648,Road Bike,Road,895.41,5,no,Houston,935,Apple Pay,Online,59,Male
4590,12/19/2022,3826,Electric Bike,Electric,1951.64,3,no,Phoenix,387,PayPal,Online,43,Male
4591,10/29/2023,4634,Folding Bike,Road,2077.73,5,yes,San Antonio,264,Google Pay,Online,30,Female
4592,4/27/2023,7675,BMX,Off Road,2631.92,2,no,Los Angeles,822,Google Pay,Online,24,Female
4593,6/22/2022,4245,Road Bike,Road,826.01,3,no,Houston,607,Cash,Store,30,Female
4594,9/10/2020,6959,Cruiser,Off Road,4232.96,3,yes,Houston,535,Credit Card,Online,40,Female
4595,2/8/2023,9407,BMX,Off Road,538.34,3,yes,New York,139,Google Pay,Online,31,Female
4596,12/9/2021,1933,Cruiser,Off Road,2997.12,2,no ,Houston,492,Google Pay,Online,55,Female
4597,6/14/2023,5953,Cruiser,Off Road,1421.64,3,yes,Chicago,249,Google Pay,Online,59,Female
4598,8/29/2023,2832,Electric Bike,Electric,4868.97,5,yes,New York,513,Cash,Store,53,Male
4599,12/3/2022,6402,Electric Bike,Electric,335.34,4,yes,San Antonio,457,Debit Card,Store,64,Female
4600,7/22/2023,3555,Road Bike,Road,3120.22,4,no,Los Angeles,518,Google Pay,Online,68,Male
4601,6/4/2021,2704,Folding Bike,Road,3515.98,4,yes,Phoenix,994,Debit Card,Store,41,Female
4602,9/23/2022,6296,BMX,Off Road,1617.56,1,yes,Houston,695,Google Pay,Online,39,Male
4603,12/21/2023,2312,Road Bike,Road,583.67,2,yes,San Antonio,834,Google Pay,Online,18,Female
4604,6/22/2021,5246,Mountain Bike,Off Road,2816.59,3,yes,Phoenix,273,Credit Card,Online,33,Male
4605,5/17/2020,3539,Hybrid Bike,Hybrid,3503.14,4,no,Houston,625,PayPal,Online,62,Male
4606,7/13/2022,2813,Road Bike,Road,4858.44,1,no,Houston,199,Debit Card,Store,63,Female
4607,12/16/2022,4769,Electric Bike,Electric,4680.62,1,yes,Houston,136,Apple Pay,Online,36,Male
4608,3/12/2023,8990,Electric Bike,Electric,3826.65,1,no,San Antonio,849,Cash,Store,52,Female
4609,2/24/2020,9241,Folding Bike,Road,379.01,2,no,Phoenix,314,Apple Pay,Online,37,Male
4610,9/11/2024,1236,Road Bike,Road,4935.37,1,yes,San Antonio,973,Cash,Store,19,Female
4611,3/18/2022,9916,Mountain Bike,Off Road,1273.96,5,yes,Los Angeles,374,Google Pay,Online,33,Male
4612,8/20/2023,2604,Mountain Bike,Off Road,3573.23,5,no ,Phoenix,476,Cash,Store,69,Male
4613,8/30/2022,3616,Road Bike,Road,2885,4,yes,San Antonio,876,Credit Card,Online,51,Female
4614,8/25/2020,6746,Folding Bike,Road,4446.38,5,yes,Philadelphia,944,Debit Card,Store,70,Male
4615,8/25/2020,2929,Mountain Bike,Off Road,3893.86,4,yes,Philadelphia,208,Debit Card,Store,54,Female
4616,4/3/2020,7291,Mountain Bike,Off Road,4891.9,5,no,New York,845,Google Pay,Online,27,Male
4617,3/3/2024,6808,Cruiser,Off Road,1512.12,4,yes,Chicago,908,Debit Card,Store,63,Female
4618,6/23/2020,7272,Hybrid Bike,Hybrid,3264.97,4,yes,San Antonio,239,PayPal,Online,45,Male
4619,3/16/2023,5915,Road Bike,Road,4972.46,3,yes,New York,448,Debit Card,Store,41,Male
4620,4/13/2024,2138,Mountain Bike,Off Road,3003.72,2,yes,Philadelphia,512,Google Pay,Online,18,Female
4621,2/4/2024,5154,Hybrid Bike,Hybrid,2194.89,3,no,Los Angeles,959,Google Pay,Online,36,Female
4622,11/5/2022,8653,Electric Bike,Electric,1543.17,1,no,Philadelphia,634,PayPal,Online,56,Male
4623,11/29/2021,6928,Hybrid Bike,Hybrid,919.72,5,yes,Los Angeles,102,Credit Card,Online,58,Male
4624,10/21/2020,9390,Hybrid Bike,Hybrid,4699.15,3,no,New York,293,Apple Pay,Online,67,Male
4625,4/14/2022,3584,Mountain Bike,Off Road,2212,5,no,Phoenix,342,Google Pay,Online,28,Female
4626,10/30/2020,7919,Hybrid Bike,Hybrid,2426.38,4,yes,San Antonio,758,PayPal,Online,59,Female
4627,4/22/2021,1308,Mountain Bike,Off Road,3606.46,4,yes,Philadelphia,857,Cash,Store,63,Male
4628,8/21/2023,9143,Road Bike,Road,4658.53,4,no ,Los Angeles,461,Apple Pay,Online,64,Male
4629,5/26/2024,6591,Electric Bike,Electric,1438.85,1,yes,Los Angeles,625,Cash,Store,31,Female
4630,6/18/2023,6502,Road Bike,Road,3287.02,3,yes,Philadelphia,481,Credit Card,Online,21,Female
4631,5/7/2024,6221,Road Bike,Road,384.06,1,yes,New York,647,Google Pay,Online,38,Female
4632,7/25/2020,5857,Folding Bike,Road,1798.59,4,no,New York,550,Google Pay,Online,19,Male
4633,3/28/2022,5733,Cruiser,Off Road,1809.51,2,yes,New York,771,Credit Card,Online,19,Male
4634,2/6/2024,4188,Mountain Bike,Off Road,1688.3,5,yes,Houston,107,Google Pay,Online,55,Female
4635,1/19/2024,4785,Cruiser,Off Road,3931.3,5,yes,Philadelphia,431,Credit Card,Online,47,Female
4636,4/17/2023,6783,Folding Bike,Road,289.3,1,yes,Chicago,117,Debit Card,Store,25,Female
4637,3/17/2023,2332,Electric Bike,Electric,3260.65,1,no,Philadelphia,951,Credit Card,Online,55,Female
4638,11/18/2020,1135,Mountain Bike,Off Road,1065.69,1,no,Phoenix,290,Credit Card,Online,36,Female
4639,8/5/2021,3919,Hybrid Bike,Hybrid,704.69,2,yes,Philadelphia,413,Google Pay,Online,23,Female
4640,6/28/2022,9348,Electric Bike,Electric,1545.6,5,no,Philadelphia,661,Apple Pay,Online,23,Female
4641,10/17/2022,7394,Mountain Bike,Off Road,4289.85,2,no,Phoenix,595,Credit Card,Online,34,Female
4642,4/14/2023,4360,Road Bike,Road,1981.72,4,yes,Houston,695,Debit Card,Store,33,Male
4643,2/27/2021,6927,BMX,Off Road,2926.27,3,yes,Philadelphia,180,PayPal,Online,58,Female
4644,8/5/2024,7801,Mountain Bike,Off Road,633.52,5,no ,New York,234,Debit Card,Store,30,Female
4645,4/16/2023,6378,Folding Bike,Road,4958.95,4,yes,Philadelphia,346,Apple Pay,Online,26,Female
4646,5/4/2022,4179,Hybrid Bike,Hybrid,1733.86,2,yes,Phoenix,753,PayPal,Online,63,Female
4647,7/5/2020,9578,Hybrid Bike,Hybrid,260.17,4,yes,New York,398,Credit Card,Online,50,Female
4648,8/29/2020,7481,Cruiser,Off Road,382.14,5,no,Houston,702,Debit Card,Store,35,Female
4649,5/2/2024,2403,Hybrid Bike,Hybrid,2033.2,1,yes,San Antonio,596,Google Pay,Online,64,Female
4650,7/14/2023,8366,Mountain Bike,Off Road,3698.27,1,yes,Chicago,385,Debit Card,Store,66,Male
4651,9/26/2021,7908,Mountain Bike,Off Road,2734.19,1,yes,San Antonio,577,PayPal,Online,38,Male
4652,2/20/2020,6709,BMX,Off Road,329.66,5,yes,Houston,917,Google Pay,Online,23,Male
4653,8/22/2023,8281,BMX,Off Road,3195.07,3,no,Houston,546,Credit Card,Online,55,Male
4654,6/12/2024,5218,Hybrid Bike,Hybrid,2587.11,5,no,Phoenix,906,Debit Card,Store,18,Female
4655,9/10/2021,5080,Hybrid Bike,Hybrid,4979.56,4,yes,Los Angeles,637,Apple Pay,Online,67,Female
4656,7/14/2024,1085,Mountain Bike,Off Road,2250.01,4,no,Chicago,120,Cash,Store,63,Male
4657,1/15/2023,1980,Cruiser,Off Road,4766.88,4,no,Los Angeles,741,PayPal,Online,67,Female
4658,4/25/2022,5865,BMX,Off Road,1301.51,4,yes,Los Angeles,173,Google Pay,Online,44,Male
4659,2/28/2022,9907,Cruiser,Off Road,1852.66,3,yes,Los Angeles,606,Credit Card,Online,62,Male
4660,7/14/2023,7777,BMX,Off Road,2226.04,4,no ,Phoenix,822,Cash,Store,57,Female
4661,7/22/2022,7359,BMX,Off Road,552.95,3,yes,New York,994,Credit Card,Online,49,Female
4662,10/19/2023,2766,Folding Bike,Road,2025.48,5,yes,San Antonio,876,Google Pay,Online,30,Female
4663,5/14/2023,2849,Road Bike,Road,2966.84,2,yes,Phoenix,730,Apple Pay,Online,21,Female
4664,5/26/2022,9173,Hybrid Bike,Hybrid,3968.32,5,no,Phoenix,197,Cash,Store,22,Female
4665,5/22/2021,2836,Folding Bike,Road,3209.55,3,yes,Philadelphia,786,PayPal,Online,53,Female
4666,6/17/2021,1583,Folding Bike,Road,228.58,4,yes,Philadelphia,809,Credit Card,Online,53,Female
4667,5/2/2020,9804,Road Bike,Road,3135.81,1,yes,Los Angeles,839,Apple Pay,Online,70,Female
4668,6/3/2020,6902,Road Bike,Road,3651.9,1,yes,Philadelphia,660,Apple Pay,Online,23,Male
4669,7/4/2020,8687,Cruiser,Off Road,2846.46,1,no,Phoenix,903,Credit Card,Online,23,Male
4670,7/1/2023,8723,Road Bike,Road,4571.32,2,no,San Antonio,861,Cash,Store,33,Female
4671,9/9/2020,2815,Road Bike,Road,2151.76,3,yes,Philadelphia,997,Apple Pay,Online,24,Female
4672,11/19/2021,7922,Cruiser,Off Road,2161.5,4,no,New York,766,Debit Card,Store,29,Male
4673,7/4/2021,7741,Road Bike,Road,2531.39,1,no,Houston,719,Cash,Store,61,Female
4674,11/3/2021,4666,BMX,Off Road,4534.6,3,yes,Phoenix,453,Apple Pay,Online,28,Female
4675,11/21/2022,9179,Cruiser,Off Road,831.82,5,yes,Philadelphia,292,Google Pay,Online,63,Male
4676,10/25/2023,8053,Folding Bike,Road,4047.86,4,no ,New York,133,Google Pay,Online,25,Female
4677,1/15/2022,3695,Mountain Bike,Off Road,4190.1,3,yes,Philadelphia,867,PayPal,Online,19,Female
4678,8/14/2022,4200,BMX,Off Road,2252.05,2,yes,Philadelphia,640,PayPal,Online,69,Female
4679,9/29/2022,7831,Folding Bike,Road,3209.55,1,yes,Los Angeles,150,PayPal,Online,40,Female
4680,10/1/2021,3822,Hybrid Bike,Hybrid,618.97,4,no,Philadelphia,256,Credit Card,Online,46,Female
4681,10/18/2021,9500,Hybrid Bike,Hybrid,2707.17,4,yes,Chicago,530,Debit Card,Store,28,Female
4682,6/12/2022,4999,BMX,Off Road,4213.14,2,yes,New York,920,PayPal,Online,64,Female
4683,3/17/2024,9866,Electric Bike,Electric,1433.05,3,yes,Houston,213,PayPal,Online,68,Female
4684,3/28/2024,6771,Hybrid Bike,Hybrid,2324.22,4,yes,Chicago,734,Google Pay,Online,24,Male
4685,10/1/2023,3859,Cruiser,Off Road,1378.59,2,no,Houston,161,Cash,Store,61,Female
4686,5/15/2023,7046,BMX,Off Road,746.56,5,no,New York,924,Apple Pay,Online,46,Female
4687,11/25/2022,2495,Electric Bike,Electric,2942.85,5,yes,Los Angeles,272,Cash,Store,34,Male
4688,11/5/2020,8001,Mountain Bike,Off Road,4321.57,1,no,Houston,846,Credit Card,Online,40,Male
4689,5/25/2022,9802,Folding Bike,Road,3682.36,2,no,Chicago,720,Google Pay,Online,21,Male
4690,10/23/2020,3618,Mountain Bike,Off Road,4164.78,5,yes,Philadelphia,556,Google Pay,Online,52,Male
4691,12/9/2020,9403,Mountain Bike,Off Road,4145.8,1,yes,Phoenix,375,Apple Pay,Online,49,Male
4692,10/6/2023,7531,Road Bike,Road,789.75,5,no ,Houston,342,Apple Pay,Online,34,Female
4693,6/23/2023,8732,Electric Bike,Electric,1769.57,5,yes,New York,596,Google Pay,Online,22,Female
4694,11/28/2021,7860,Electric Bike,Electric,4490.19,5,yes,Los Angeles,929,Cash,Store,19,Female
4695,1/7/2020,3476,Road Bike,Road,1826.35,3,yes,Phoenix,155,Apple Pay,Online,34,Male
4696,3/4/2024,7534,Road Bike,Road,2446.4,2,no,Philadelphia,556,Credit Card,Online,64,Female
4697,3/28/2022,6115,Mountain Bike,Off Road,2841.27,1,yes,San Antonio,369,Credit Card,Online,61,Male
4698,9/18/2023,4217,Cruiser,Off Road,2915.57,2,yes,Los Angeles,939,Apple Pay,Online,61,Female
4699,4/11/2023,2565,Road Bike,Road,2896,3,yes,New York,202,PayPal,Online,66,Male
4700,6/14/2021,1307,Electric Bike,Electric,2191.96,3,yes,Phoenix,710,Cash,Store,55,Male
4701,12/20/2022,9103,Hybrid Bike,Hybrid,2166.75,3,no,San Antonio,492,Credit Card,Online,54,Male
4702,2/14/2021,8339,Electric Bike,Electric,1370.5,4,no,Chicago,100,Cash,Store,41,Female
4703,9/18/2021,5010,Mountain Bike,Off Road,3668.21,5,yes,Houston,135,PayPal,Online,23,Male
4704,2/16/2021,2502,Road Bike,Road,4603.22,5,no,Chicago,986,Debit Card,Store,57,Female
4705,12/13/2023,9969,BMX,Off Road,2009.86,2,no,Houston,215,Google Pay,Online,58,Male
4706,3/17/2022,1341,Cruiser,Off Road,2893.24,1,yes,San Antonio,264,PayPal,Online,49,Female
4707,2/26/2022,7566,Hybrid Bike,Hybrid,3970.19,2,yes,Chicago,299,Google Pay,Online,56,Female
4708,10/16/2023,3132,Road Bike,Road,3374.97,5,no ,Houston,997,Credit Card,Online,19,Male
4709,7/14/2020,6664,Cruiser,Off Road,770.58,2,yes,Los Angeles,220,Google Pay,Online,34,Male
4710,6/12/2023,9956,Hybrid Bike,Hybrid,1642.72,2,yes,Chicago,746,Debit Card,Store,28,Male
4711,9/10/2024,7367,BMX,Off Road,1958.19,2,yes,Los Angeles,665,Debit Card,Store,46,Male
4712,12/25/2021,8174,Mountain Bike,Off Road,3832.32,2,no,San Antonio,607,Google Pay,Online,66,Male
4713,5/29/2022,5252,Cruiser,Off Road,2162.3,3,yes,Chicago,253,Debit Card,Store,49,Male
4714,5/27/2023,1879,Cruiser,Off Road,1542.68,5,yes,Chicago,650,Cash,Store,52,Male
4715,1/11/2024,7533,BMX,Off Road,3531.39,1,yes,Chicago,131,Debit Card,Store,31,Male
4716,9/18/2022,1937,Cruiser,Off Road,2388.36,3,yes,New York,427,PayPal,Online,23,Male
4717,12/3/2021,9473,Folding Bike,Road,301.12,4,no,Los Angeles,810,Debit Card,Store,68,Female
4718,5/25/2020,4160,Mountain Bike,Off Road,2629.98,3,no,San Antonio,307,Google Pay,Online,68,Male
4719,8/18/2021,6891,Mountain Bike,Off Road,4353.99,4,yes,Philadelphia,299,Google Pay,Online,68,Female
4720,6/19/2023,9627,Cruiser,Off Road,1727,2,no,Chicago,549,Credit Card,Online,30,Female
4721,6/26/2024,1839,Hybrid Bike,Hybrid,462.54,2,no,San Antonio,937,Credit Card,Online,31,Female
4722,4/16/2021,4561,BMX,Off Road,1862.67,1,yes,Phoenix,425,Apple Pay,Online,37,Female
4723,3/4/2022,7569,Electric Bike,Electric,1000.55,1,yes,Philadelphia,437,Google Pay,Online,37,Male
4724,11/5/2022,1740,Hybrid Bike,Hybrid,551.89,1,no ,Phoenix,718,PayPal,Online,44,Female
4725,9/9/2021,6347,Cruiser,Off Road,2717.57,1,yes,Houston,737,Debit Card,Store,51,Male
4726,5/11/2022,6724,Road Bike,Road,3387.46,3,yes,New York,498,Cash,Store,43,Female
4727,6/28/2021,8887,Cruiser,Off Road,1726.15,3,yes,Los Angeles,661,Apple Pay,Online,45,Female
4728,12/12/2021,4152,Hybrid Bike,Hybrid,1679.08,5,no,Chicago,275,Apple Pay,Online,19,Male
4729,6/7/2024,1697,Folding Bike,Road,4694.83,3,yes,San Antonio,886,PayPal,Online,67,Female
4730,8/12/2020,4493,Folding Bike,Road,3310.82,1,yes,Los Angeles,910,Cash,Store,70,Male
4731,1/28/2021,7933,BMX,Off Road,4594.44,2,yes,Philadelphia,375,Apple Pay,Online,32,Female
4732,4/27/2021,3934,Folding Bike,Road,1506.84,3,yes,New York,761,PayPal,Online,48,Male
4733,7/24/2024,1259,Mountain Bike,Off Road,3235.59,1,no,Philadelphia,964,Debit Card,Store,54,Male
4734,12/11/2022,7144,Hybrid Bike,Hybrid,3052.69,3,no,San Antonio,607,Cash,Store,64,Female
4735,3/31/2023,4028,BMX,Off Road,3664.36,2,yes,Houston,598,Apple Pay,Online,59,Female
4736,10/15/2021,7948,Road Bike,Road,1079.21,3,no,Chicago,130,Apple Pay,Online,19,Female
4737,10/8/2021,2974,Electric Bike,Electric,4043.83,4,no,Houston,213,Debit Card,Store,55,Female
4738,7/22/2023,1890,Mountain Bike,Off Road,1668.64,4,yes,San Antonio,821,Apple Pay,Online,65,Female
4739,2/15/2020,6220,Cruiser,Off Road,622.52,4,yes,New York,261,Credit Card,Online,56,Male
4740,8/29/2023,9744,Road Bike,Road,3197.58,3,no ,Houston,665,Cash,Store,62,Female
4741,10/7/2023,7003,BMX,Off Road,688.37,4,yes,Los Angeles,224,Credit Card,Online,41,Male
4742,8/6/2021,6313,Folding Bike,Road,4824.64,5,yes,Los Angeles,162,Credit Card,Online,43,Female
4743,8/9/2021,4985,Hybrid Bike,Hybrid,632.92,2,yes,Los Angeles,453,Debit Card,Store,55,Male
4744,4/20/2020,4929,BMX,Off Road,3801.35,4,no,Chicago,377,PayPal,Online,30,Male
4745,9/7/2024,9101,Cruiser,Off Road,2718.13,5,yes,Philadelphia,604,Google Pay,Online,47,Female
4746,6/13/2024,9727,Folding Bike,Road,3182.82,1,yes,New York,773,PayPal,Online,20,Female
4747,1/18/2024,5407,Cruiser,Off Road,4771.03,3,yes,San Antonio,175,Apple Pay,Online,65,Female
4748,6/20/2022,9298,Folding Bike,Road,1360.56,2,yes,Philadelphia,220,Debit Card,Store,52,Male
4749,6/4/2024,3962,Road Bike,Road,4150.22,2,no,Houston,490,Cash,Store,24,Female
4750,8/16/2021,6004,Mountain Bike,Off Road,1075.72,5,no,Phoenix,743,Apple Pay,Online,53,Female
4751,2/27/2020,6127,Hybrid Bike,Hybrid,3859.96,4,yes,San Antonio,749,Cash,Store,21,Female
4752,3/28/2022,5121,BMX,Off Road,875.98,5,no,New York,751,Cash,Store,42,Female
4753,8/27/2023,5177,Mountain Bike,Off Road,2678.32,1,no,Philadelphia,410,PayPal,Online,36,Male
4754,1/21/2022,6134,Cruiser,Off Road,385.8,3,yes,San Antonio,213,Debit Card,Store,35,Male
4755,5/21/2022,7579,Electric Bike,Electric,3258.84,1,yes,Chicago,209,Credit Card,Online,41,Female
4756,2/10/2021,4444,Road Bike,Road,1928.11,5,no ,San Antonio,461,Apple Pay,Online,65,Female
4757,2/1/2024,5692,Mountain Bike,Off Road,2428.21,1,yes,New York,500,Apple Pay,Online,51,Male
4758,2/13/2020,7709,Hybrid Bike,Hybrid,3406.55,2,yes,Philadelphia,325,Cash,Store,21,Female
4759,3/8/2022,3664,Electric Bike,Electric,4596.8,5,yes,Chicago,413,Debit Card,Store,34,Male
4760,6/3/2023,6457,Electric Bike,Electric,1180.98,5,no,New York,956,Credit Card,Online,48,Male
4761,12/12/2021,8172,Cruiser,Off Road,4204.35,2,yes,Philadelphia,878,Google Pay,Online,62,Female
4762,8/10/2023,7251,Folding Bike,Road,3983.2,1,yes,Houston,187,PayPal,Online,37,Female
4763,5/11/2021,7088,Electric Bike,Electric,1657.33,4,yes,Philadelphia,860,Apple Pay,Online,23,Female
4764,2/10/2023,1303,Electric Bike,Electric,3985.62,5,yes,Phoenix,275,Cash,Store,43,Female
4765,4/20/2024,2631,Hybrid Bike,Hybrid,1219.22,5,no,Los Angeles,508,PayPal,Online,58,Female
4766,2/27/2022,5545,Folding Bike,Road,4280.16,2,no,San Antonio,529,Debit Card,Store,58,Male
4767,6/19/2020,6229,Road Bike,Road,3833.11,3,yes,Phoenix,955,Debit Card,Store,39,Male
4768,7/29/2021,6041,Electric Bike,Electric,415.33,3,no,Philadelphia,636,Cash,Store,43,Female
4769,7/19/2022,4542,Folding Bike,Road,2186.79,5,no,Los Angeles,226,PayPal,Online,62,Female
4770,5/18/2024,4547,Hybrid Bike,Hybrid,1199.41,2,yes,Phoenix,495,Debit Card,Store,58,Male
4771,6/30/2022,9315,Mountain Bike,Off Road,699.59,4,yes,San Antonio,666,Google Pay,Online,54,Female
4772,1/19/2024,6873,Mountain Bike,Off Road,1359.86,2,no ,Houston,727,Apple Pay,Online,18,Female
4773,3/18/2021,9049,Electric Bike,Electric,3755.01,3,yes,Philadelphia,317,Apple Pay,Online,63,Female
4774,3/2/2022,9187,Cruiser,Off Road,3642.39,2,yes,New York,287,Debit Card,Store,18,Male
4775,9/2/2023,8096,Road Bike,Road,928,4,yes,Chicago,516,Apple Pay,Online,69,Male
4776,6/19/2022,6378,Cruiser,Off Road,4741.31,2,no,Chicago,702,Apple Pay,Online,60,Male
4777,5/31/2021,4655,Road Bike,Road,3457.32,4,yes,Los Angeles,646,Credit Card,Online,57,Male
4778,5/9/2022,4911,Folding Bike,Road,589.27,5,yes,Chicago,800,Apple Pay,Online,33,Female
4779,9/9/2022,9746,Folding Bike,Road,3463.17,4,yes,New York,975,Credit Card,Online,56,Female
4780,5/25/2023,2449,Electric Bike,Electric,469.26,2,yes,New York,228,Google Pay,Online,31,Female
4781,5/21/2022,4186,Electric Bike,Electric,1217.39,3,no,Houston,837,Credit Card,Online,45,Male
4782,1/11/2022,5440,Electric Bike,Electric,4065.03,2,no,Phoenix,272,PayPal,Online,38,Male
4783,7/27/2020,5984,Electric Bike,Electric,694.95,3,yes,Los Angeles,518,Google Pay,Online,38,Male
4784,8/11/2024,4335,Road Bike,Road,1521.84,5,no,Phoenix,609,Credit Card,Online,43,Male
4785,4/28/2020,2089,Hybrid Bike,Hybrid,1481.69,4,no,San Antonio,849,Cash,Store,48,Male
4786,8/20/2020,5574,Mountain Bike,Off Road,4831.73,4,yes,New York,758,Debit Card,Store,24,Female
4787,8/30/2023,9900,Hybrid Bike,Hybrid,4678.88,4,yes,Philadelphia,468,Credit Card,Online,25,Male
4788,7/28/2021,1473,BMX,Off Road,1531.91,1,no ,San Antonio,615,PayPal,Online,65,Female
4789,8/13/2023,6452,Mountain Bike,Off Road,791.88,3,yes,New York,394,Debit Card,Store,63,Female
4790,8/22/2022,3682,Mountain Bike,Off Road,2370.05,5,yes,Los Angeles,388,Cash,Store,25,Female
4791,9/15/2024,3126,BMX,Off Road,4271.81,3,yes,New York,270,Credit Card,Online,53,Female
4792,7/16/2022,6510,Electric Bike,Electric,476.36,1,no,Houston,346,Google Pay,Online,50,Male
4793,6/12/2022,3272,Mountain Bike,Off Road,3424.73,4,yes,New York,304,Google Pay,Online,46,Female
4794,11/18/2022,4891,BMX,Off Road,1938.78,3,yes,Chicago,375,Apple Pay,Online,60,Female
4795,10/7/2023,8508,Cruiser,Off Road,624.28,2,yes,New York,957,Google Pay,Online,52,Female
4796,6/20/2021,9091,Road Bike,Road,853.93,3,yes,Phoenix,576,Debit Card,Store,31,Female
4797,11/2/2020,3441,Hybrid Bike,Hybrid,1934.93,4,no,Chicago,196,PayPal,Online,49,Female
4798,7/2/2023,2792,Folding Bike,Road,4440.52,1,no,Phoenix,925,Cash,Store,54,Male
4799,8/22/2021,1358,Electric Bike,Electric,3665.93,4,yes,Los Angeles,352,PayPal,Online,45,Female
4800,1/23/2021,6794,Cruiser,Off Road,4310.67,3,no,Chicago,201,PayPal,Online,62,Male
4801,7/12/2023,9700,Hybrid Bike,Hybrid,4051.24,2,no,Los Angeles,659,Cash,Store,35,Male
4802,11/24/2022,8527,Mountain Bike,Off Road,3846.02,2,yes,Phoenix,779,Debit Card,Store,57,Male
4803,1/10/2021,9693,Mountain Bike,Off Road,4103.52,4,yes,San Antonio,416,Google Pay,Online,52,Male
4804,1/23/2021,6694,Road Bike,Road,3470.32,3,no ,Chicago,103,Debit Card,Store,54,Female
4805,7/26/2022,2547,Mountain Bike,Off Road,2679.08,4,yes,San Antonio,238,Debit Card,Store,64,Male
4806,1/20/2020,2111,Cruiser,Off Road,4799.9,5,yes,Phoenix,950,Apple Pay,Online,66,Female
4807,8/26/2022,4246,Mountain Bike,Off Road,493.89,4,yes,Los Angeles,256,Cash,Store,23,Male
4808,10/20/2022,7880,Hybrid Bike,Hybrid,4812.77,3,no,San Antonio,912,Cash,Store,39,Female
4809,1/27/2020,3592,Cruiser,Off Road,4948.8,4,yes,Chicago,425,Google Pay,Online,53,Male
4810,2/3/2022,2420,Hybrid Bike,Hybrid,4726.43,1,yes,Los Angeles,979,Google Pay,Online,47,Female
4811,5/21/2021,8517,Folding Bike,Road,1970.9,1,yes,San Antonio,732,Debit Card,Store,37,Female
4812,1/12/2022,9391,Cruiser,Off Road,3284.73,1,yes,San Antonio,252,Credit Card,Online,39,Male
4813,10/5/2023,3159,Electric Bike,Electric,3283.34,4,no,Philadelphia,713,Cash,Store,42,Male
4814,4/16/2023,1797,Road Bike,Road,3793.23,1,no,New York,660,Cash,Store,53,Male
4815,7/27/2023,3220,Hybrid Bike,Hybrid,706.7,4,yes,Los Angeles,305,PayPal,Online,22,Male
4816,8/17/2021,8589,Cruiser,Off Road,2082.08,4,no,Houston,405,Cash,Store,61,Female
4817,2/19/2020,4441,Hybrid Bike,Hybrid,2135.14,1,no,New York,412,Cash,Store,24,Female
4818,3/10/2023,3833,BMX,Off Road,1133,5,yes,Los Angeles,397,Google Pay,Online,27,Male
4819,8/31/2023,1261,Cruiser,Off Road,825.86,1,yes,New York,672,PayPal,Online,65,Female
4820,3/10/2020,1279,BMX,Off Road,1929.25,5,no ,Phoenix,413,Apple Pay,Online,64,Male
4821,4/28/2024,9016,BMX,Off Road,554.14,3,yes,Houston,589,Cash,Store,59,Female
4822,8/18/2023,1964,Electric Bike,Electric,4327.83,3,yes,Philadelphia,778,Google Pay,Online,44,Female
4823,11/20/2021,8408,Road Bike,Road,1578.95,2,yes,Chicago,963,Debit Card,Store,68,Female
4824,1/27/2021,1457,Road Bike,Road,4172.02,4,no,New York,291,Cash,Store,53,Female
4825,7/9/2021,2916,Mountain Bike,Off Road,3593.66,2,yes,Philadelphia,762,Credit Card,Online,19,Female
4826,10/5/2020,9852,Folding Bike,Road,469.98,5,yes,San Antonio,779,PayPal,Online,60,Female
4827,1/23/2023,6238,Electric Bike,Electric,3593.94,5,yes,Houston,391,Apple Pay,Online,56,Female
4828,12/17/2023,5060,BMX,Off Road,1226.84,4,yes,Houston,990,Debit Card,Store,28,Female
4829,7/7/2024,2958,Hybrid Bike,Hybrid,1276.11,3,no,New York,398,Cash,Store,28,Female
4830,1/14/2021,8902,Folding Bike,Road,3983.87,2,no,San Antonio,498,Credit Card,Online,40,Female
4831,2/9/2024,7152,Cruiser,Off Road,1987.77,4,yes,Houston,787,Apple Pay,Online,21,Male
4832,8/25/2020,5743,Cruiser,Off Road,4042.37,5,no,San Antonio,109,Credit Card,Online,68,Female
4833,9/2/2022,5385,Road Bike,Road,2508.95,3,no,San Antonio,264,Cash,Store,37,Male
4834,10/15/2020,7621,Mountain Bike,Off Road,2810.48,5,yes,San Antonio,988,Cash,Store,41,Female
4835,7/31/2023,7819,Road Bike,Road,4997.63,1,yes,Phoenix,909,PayPal,Online,70,Male
4836,9/20/2021,1252,Mountain Bike,Off Road,1602.16,1,no ,Phoenix,946,Debit Card,Store,29,Female
4837,4/5/2021,7758,Cruiser,Off Road,4643.61,5,yes,Houston,343,Debit Card,Store,43,Female
4838,8/1/2022,9836,Road Bike,Road,4345.17,4,yes,Chicago,629,Google Pay,Online,32,Female
4839,2/28/2024,8720,BMX,Off Road,4567.41,2,yes,Chicago,564,Google Pay,Online,42,Female
